customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,customer_status
CUST03144,Female,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),3299.92,72598.24,Churned
CUST03145,Male,No,No,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),4735.05,217812.3,Active
CUST03146,Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),5105.18,61262.16,Churned
CUST03147,Female,Yes,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2205.94,55148.5,Active
CUST03148,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5234.87,5234.87,Active
CUST03149,Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5810.1,40670.7,Churned
CUST03150,Male,Yes,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,2574.49,5148.98,Active
CUST03151,Female,No,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,5405.76,227041.92,Active
CUST03152,Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,5991.13,137795.99,Churned
CUST03153,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),4128.63,260103.69,Active
CUST03154,Male,No,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2558.17,56279.74,Active
CUST03155,Male,No,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),3213.69,51419.04,Active
CUST03156,Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,6333.45,38000.7,Active
CUST03157,Female,No,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5714.55,274298.4,Churned
CUST03158,Male,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,5132.25,10264.5,Active
CUST03159,Female,No,No,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,4429.62,292354.92,Active
CUST03160,Male,No,No,No,66,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),4457.34,294184.44,Active
CUST03161,Male,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,7113.09,64017.81,Active
CUST03162,Male,Yes,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),4535.91,54430.92,Active
CUST03163,Male,No,No,Yes,33,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),3909.58,129016.14,Active
CUST03164,Male,No,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2092.32,10461.6,Churned
CUST03165,Male,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2271.37,65869.73,Active
CUST03166,Male,Yes,No,No,56,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4030.93,225732.08,Churned
CUST03167,Female,No,Yes,No,56,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,3476.58,194688.48,Active
CUST03168,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2714.54,19001.78,Churned
CUST03169,Female,No,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2111.27,63338.1,Active
CUST03170,Male,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),5658.69,67904.28,Active
CUST03171,Female,No,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,5567.55,38972.85,Active
CUST03172,Male,No,No,No,34,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,4200.43,142814.62,Churned
CUST03173,Male,No,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2915.13,61217.73,Active
CUST03174,Male,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2113.11,84524.4,Active
CUST03175,Male,No,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6654.85,93167.9,Active
CUST03176,Male,No,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2579.79,51595.8,Churned
CUST03177,Female,Yes,No,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,5230.98,366168.6,Active
CUST03178,Female,No,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4676.82,271255.56,Active
CUST03179,Female,No,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4263.4,34107.2,Active
CUST03180,Female,No,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),5006.68,80106.88,Active
CUST03181,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2851.68,2851.68,Churned
CUST03182,Male,Yes,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2207.97,81694.89,Churned
CUST03183,Male,No,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),4126.81,268242.65,Active
CUST03184,Male,No,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5100.31,40802.48,Active
CUST03185,Female,No,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),4841.1,77457.6,Active
CUST03186,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,5206.55,5206.55,Churned
CUST03187,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3553.14,42637.68,Active
CUST03188,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),5958.2,23832.8,Active
CUST03189,Female,No,Yes,Yes,68,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,5048.28,343283.04,Churned
CUST03190,Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,3566.94,228284.16,Active
CUST03191,Male,No,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),4331.16,277194.24,Active
CUST03192,Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,2750.08,170504.96,Active
CUST03193,Female,No,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,5216.53,323424.86,Active
CUST03194,Male,No,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,4354.25,52251.0,Active
CUST03195,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),5262.03,110502.63,Active
CUST03196,Female,No,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4798.46,67178.44,Churned
CUST03197,Female,No,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),3805.2,79909.2,Active
CUST03198,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,3586.72,39453.92,Active
CUST03199,Male,No,Yes,Yes,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),4952.68,14858.04,Churned
CUST03200,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),2619.66,68111.16,Active
CUST03201,Female,No,No,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),4672.93,37383.44,Active
CUST03202,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3504.35,108634.85,Active
CUST03203,Male,No,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1811.1,130399.2,Active
CUST03204,Female,Yes,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),3280.91,213259.15,Active
CUST03205,Female,No,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,5518.07,55180.7,Active
CUST03206,Female,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3261.68,110897.12,Active
CUST03207,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),4985.59,179481.24,Active
CUST03208,Female,No,No,Yes,35,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,4140.72,144925.2,Churned
CUST03209,Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,6844.16,102662.4,Active
CUST03210,Female,Yes,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,6015.15,180454.5,Active
CUST03211,Male,No,No,No,66,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,4781.08,315551.28,Active
CUST03212,Female,No,No,No,32,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3581.16,114597.12,Active
CUST03213,Male,Yes,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3028.32,96906.24,Active
CUST03214,Female,No,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,7071.32,311138.08,Active
CUST03215,Male,No,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5428.59,16285.77,Churned
CUST03216,Male,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),3066.84,73604.16,Active
CUST03217,Male,Yes,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),4784.26,38274.08,Active
CUST03218,Male,No,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3753.45,266494.95,Churned
CUST03219,Female,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2339.08,16373.56,Active
CUST03220,Female,No,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),3874.69,23248.14,Active
CUST03221,Female,No,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,5486.87,296290.98,Active
CUST03222,Male,No,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,6486.67,149193.41,Active
CUST03223,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,4250.75,4250.75,Active
CUST03224,Male,No,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4897.32,254660.64,Churned
CUST03225,Male,No,No,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),5972.05,424015.55,Active
CUST03226,Female,No,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,2808.57,33702.84,Active
CUST03227,Male,No,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,4964.85,287961.3,Active
CUST03228,Male,No,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,4810.78,38486.24,Active
CUST03229,Male,No,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),6009.79,312509.08,Active
CUST03230,Male,No,No,No,31,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4612.69,142993.39,Active
CUST03231,Female,Yes,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2386.42,33409.88,Churned
CUST03232,Female,No,No,No,24,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,3948.82,94771.68,Churned
CUST03233,Male,No,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2890.89,11563.56,Churned
CUST03234,Male,No,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,4916.55,167162.7,Active
CUST03235,Male,No,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4590.2,4590.2,Active
CUST03236,Male,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),6375.78,369795.24,Active
CUST03237,Male,No,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),5603.27,16809.81,Active
CUST03238,Female,No,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),5305.64,21222.56,Active
CUST03239,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),2463.06,7389.18,Churned
CUST03240,Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2981.25,32793.75,Active
CUST03241,Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,3582.54,7165.08,Active
CUST03242,Male,Yes,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,5212.82,234576.9,Active
CUST03243,Female,Yes,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2688.25,142477.25,Churned
CUST03244,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2842.92,204690.24,Active
CUST03245,Female,Yes,No,No,21,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,4936.86,103674.06,Active
CUST03246,Male,No,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),2755.33,85415.23,Churned
CUST03247,Male,Yes,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),5528.3,138207.5,Active
CUST03248,Male,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,5439.19,59831.09,Active
CUST03249,Female,Yes,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3103.97,105534.98,Churned
CUST03250,Female,No,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,4787.63,23938.15,Active
CUST03251,Female,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,6173.36,111120.48,Churned
CUST03252,Male,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,6184.05,136049.1,Active
CUST03253,Female,No,Yes,No,48,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,4687.4,224995.2,Active
CUST03254,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),6139.47,202602.51,Active
CUST03255,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),6118.72,391598.08,Active
CUST03256,Male,Yes,No,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),5149.34,159629.54,Active
CUST03257,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,5086.87,35608.09,Churned
CUST03258,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4907.62,39260.96,Churned
CUST03259,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2274.84,18198.72,Churned
CUST03260,Female,Yes,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2449.86,48997.2,Churned
CUST03261,Male,No,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,4487.72,305164.96,Active
CUST03262,Female,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),6321.03,18963.09,Active
CUST03263,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4440.84,8881.68,Churned
CUST03264,Male,No,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),4787.16,205847.88,Active
CUST03265,Female,No,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),6644.6,53156.8,Active
CUST03266,Male,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),4780.13,62141.69,Active
CUST03267,Male,No,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),3083.62,98675.84,Active
CUST03268,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2099.49,29392.86,Churned
CUST03269,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),6266.47,125329.4,Active
CUST03270,Female,No,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),5582.88,401967.36,Active
CUST03271,Male,Yes,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2311.02,136350.18,Active
CUST03272,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3284.37,45981.18,Active
CUST03273,Female,No,No,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),4896.46,117515.04,Active
CUST03274,Female,No,No,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,3755.22,33796.98,Churned
CUST03275,Female,No,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),6221.69,68438.59,Churned
CUST03276,Female,No,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1954.9,46917.6,Active
CUST03277,Female,No,No,No,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,3782.46,105908.88,Active
CUST03278,Male,No,Yes,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),4621.87,23109.35,Active
CUST03279,Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2630.18,39452.7,Active
CUST03280,Female,No,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3372.49,165252.01,Churned
CUST03281,Male,Yes,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,5303.31,90156.27,Active
CUST03282,Male,No,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,4938.45,39507.6,Churned
CUST03283,Female,No,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),4995.4,9990.8,Active
CUST03284,Female,No,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3321.18,106277.76,Churned
CUST03285,Male,No,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),4599.74,32198.18,Active
CUST03286,Male,No,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2226.5,151402.0,Churned
CUST03287,Male,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2352.45,16467.15,Churned
CUST03288,Female,No,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,5458.45,5458.45,Churned
CUST03289,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2601.14,78034.2,Churned
CUST03290,Male,Yes,No,No,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5210.27,187569.72,Active
CUST03291,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,3080.12,36961.44,Churned
CUST03292,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),6166.14,30830.7,Churned
CUST03293,Male,No,No,No,30,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),4061.57,121847.1,Active
CUST03294,Female,No,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,3233.5,174609.0,Active
CUST03295,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2344.66,42203.88,Active
CUST03296,Male,No,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,5593.54,184586.82,Active
CUST03297,Female,No,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,5548.99,255253.54,Churned
CUST03298,Male,Yes,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1942.93,1942.93,Churned
CUST03299,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2545.34,17817.38,Churned
CUST03300,Female,Yes,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),6432.03,263713.23,Churned
CUST03301,Male,No,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,5737.04,57370.4,Active
CUST03302,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),6741.54,53932.32,Active
CUST03303,Female,No,No,No,35,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4974.59,174110.65,Churned
CUST03304,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,4427.63,17710.52,Active
CUST03305,Male,No,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2968.63,17811.78,Churned
CUST03306,Male,No,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,5084.55,45760.95,Active
CUST03307,Male,No,No,Yes,22,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,4214.93,92728.46,Active
CUST03308,Male,No,No,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,5080.42,55884.62,Churned
CUST03309,Male,No,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4306.62,68905.92,Churned
CUST03310,Male,Yes,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),5884.1,247132.2,Active
CUST03311,Female,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),4784.49,191379.6,Active
CUST03312,Female,No,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),2419.31,84675.85,Churned
CUST03313,Female,Yes,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,4138.28,45521.08,Active
CUST03314,Male,No,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,2728.82,10915.28,Churned
CUST03315,Male,No,No,Yes,63,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),3983.31,250948.53,Active
CUST03316,Female,Yes,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,5056.1,75841.5,Active
